doctype,filename,Sharepoint URL,url,title,Classification Level,operating_unit,project_id,document_category,pdc_document_type,document_id,Modified By,modified,created,Document Status,Checked Out To,UN Languages,id,Content Type
pdf,97278_Revisión D.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/97278_Revisión D.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/97278_Revisión D.pdf,ARG16013 - Revisión D,Public,ARG,00097278,Project,Prodoc,166800,480,28/11/22,28/11/22,Approved,,Spanish,166800,Document
pdf,AIS Final Project Document Amendement 170522.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/AIS Final Project Document Amendement 170522.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/AIS Final Project Document Amendement 170522.pdf,,Public,IDN,00115205,Project,Prodoc,160585,5451,16/05/22,16/05/22,Draft,,English,160585,Document
pdf,CIDI Prodoc_30 June 2022-31 December 2023_SIGNED_SESP revised.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/CIDI Prodoc_30 June 2022-31 December 2023_SIGNED_SESP revised.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/CIDI Prodoc_30 June 2022-31 December 2023_SIGNED_SESP revised.pdf,CIDI Prodoc_December 2023,Public,BIH,00110653,Project,Prodoc,166469,4712,16/12/22,16/11/22,Draft,,English,166469,Document
pdf,BRA16G31 - Revision 2022.01.10 - Semifinal signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/BRA16G31 - Revision 2022.01.10 - Semifinal signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/BRA16G31 - Revision 2022.01.10 - Semifinal signed.pdf,BRA16G31 - Revision 2022.01.10 - Semifinal signed,Public,BRA,00085388,Project,Prodoc,162705,4354,30/06/22,30/06/22,Final,,English,162705,Document
pdf,BRA16G31 - Revision 2022.06.29 - Final signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/BRA16G31 - Revision 2022.06.29 - Final signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/BRA16G31 - Revision 2022.06.29 - Final signed.pdf,BRA16G31 - Revision 2022.06.29 - Final signed,Public,BRA,00085388,Project,Prodoc,162706,4354,30/06/22,30/06/22,Final,,English,162706,Document
pdf,REVISION_INICIAL_PC_IXIL firmada.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/REVISION_INICIAL_PC_IXIL firmada.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/REVISION_INICIAL_PC_IXIL firmada.pdf,REVISI INICIAL PC IXIL II,Public,GTM,00130715,Project,Prodoc,166778,634,26/11/22,26/11/22,Final,,English,166778,Document
pdf,BRA13013-Revisao Geral 1 assinada.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/BRA13013-Revisao Geral 1 assinada.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/BRA13013-Revisao Geral 1 assinada.pdf,Revisão Geral G01,Public,BRA,00078224,Project,Prodoc,158381,4674,30/03/22,30/03/22,Final,,English,158381,Document
pdf,Revisão Geral G05 assinada 17mar17.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Revisão Geral G05 assinada 17mar17.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Revisão Geral G05 assinada 17mar17.pdf,Revisão Geral G05,Public,BRA,00078224,Project,Prodoc,158382,4674,30/03/22,30/03/22,Final,,English,158382,Document
pdf,STFA TFMU ProDoc_Version 2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/STFA TFMU ProDoc_Version 2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/STFA TFMU ProDoc_Version 2022.pdf,STFA Trust Fund Management Unit Project Document,Public,AFG,00147387,Project,Prodoc,166781,1722,27/11/22,27/11/22,Approved,,English,166781,Document
ocx,00142231_PRODOC_VF.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00142231_PRODOC_VF.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/00142231_PRODOC_VF.docx,00142231_PRODOC_VF,Public,MEX,00142231,Project,Prodoc,166812,1421,02/12/22,28/11/22,Draft,,English,166812,Document
pdf,RBEC_Uzbekistan_JSB_CP_PIP_final_signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/RBEC_Uzbekistan_JSB_CP_PIP_final_signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/RBEC_Uzbekistan_JSB_CP_PIP_final_signed.pdf,"Leveraging Nationally Determined Contributions (NDCs) to achieve net-zero emissions and  climate-resilient development, in response to the climate emergency",Public,UZB,00141102,Project,Prodoc,160596,451,17/05/22,17/05/22,Draft,,English,160596,Document
pdf,PCDRI Minuta CDN 190521 Final 21.06.21 - firmada.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PCDRI Minuta CDN 190521 Final 21.06.21 - firmada.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PCDRI Minuta CDN 190521 Final 21.06.21 - firmada.pdf,PCDRI Minuta CDN 190521 Final 21.06.21 - firmada,Public,GTM,00080390,Project,Prodoc,166717,634,23/11/22,23/11/22,Final,,English,166717,Document
pdf,Project Initiation Plan (2).pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project Initiation Plan (2).pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Project Initiation Plan (2).pdf,Strengthening Capacities to implement the PNG National GBV Strategy,Public,PNG,00142346,Project,Prodoc,160597,6363,18/05/22,17/05/22,Final,,English,160597,Document
pdf,104806_Prodoc.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/104806_Prodoc.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/104806_Prodoc.pdf,ARG21G28 - PRODOC,Public,ARG,00104806,Project,Prodoc,166718,480,23/11/22,23/11/22,Approved,,Spanish,166718,Document
pdf,00147041_Prodoc_EP4SD II.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00147041_Prodoc_EP4SD II.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00147041_Prodoc_EP4SD II.pdf,00147041_Prodoc_EP4SD II,Public,UKR,00147041_Pro,Project,Prodoc,166721,1073741823,23/11/22,23/11/22,Approved,,English,166721,Document
pdf,Prodoc_00146755_Energy efficiency investment  projects support_EIB.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Prodoc_00146755_Energy efficiency investment  projects support_EIB.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Prodoc_00146755_Energy efficiency investment  projects support_EIB.pdf,Prodoc_00146755_Energy efficiency investment  projects support_EIB,Public,UKR,00146755,Project,Prodoc,166723,1073741823,23/11/22,23/11/22,Final,,English,166723,Document
pdf,Please_DocuSign_Legal_Cleraance_for_prodoc_7.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Please_DocuSign_Legal_Cleraance_for_prodoc_7.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Please_DocuSign_Legal_Cleraance_for_prodoc_7.pdf,Seventh Operational Phase of the GEF Small Grants Programme in Indonesia,Public,IDN,00141259,Project,Prodoc,162893,4008,05/07/22,05/07/22,Approved,,English,162893,Document
pdf,54988_PRF ProDoc Fully Signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/54988_PRF ProDoc Fully Signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/54988_PRF ProDoc Fully Signed.pdf,,Public,PHL,00046269,Project,Prodoc,160650,3828,01/07/22,18/05/22,Final,,English,160650,Document
pdf,SOLAR PV PROJECT EXTENSION NO2-COVER PAGE.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/SOLAR PV PROJECT EXTENSION NO2-COVER PAGE.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/SOLAR PV PROJECT EXTENSION NO2-COVER PAGE.pdf,SOLAR PV PROJECT EXTENSION NO2-COVER PAGE,Public,TUR,00089904,Project,Prodoc,163019,7354,08/07/22,08/07/22,Final,,English,163019,Document
pdf,1 ProDoc_54988 PRF.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/1 ProDoc_54988 PRF.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/1 ProDoc_54988 PRF.pdf,,Public,PHL,00054988,Project,Prodoc,169042,6380,16/04/23,16/04/23,Final,,English,169042,Document
pdf,GED II ProDoc UNDP format_Revision 2021.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/GED II ProDoc UNDP format_Revision 2021.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/GED II ProDoc UNDP format_Revision 2021.pdf,ProDoc Revision Cover Page 2021,Public,BIH,00105415,Project,Prodoc,166828,4618,29/11/22,29/11/22,Approved,,English,166828,Document
pdf,GED II ProDoc UNDP format_Revision 2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/GED II ProDoc UNDP format_Revision 2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/GED II ProDoc UNDP format_Revision 2022.pdf,ProDoc Revision Cover Page 2022,Public,BIH,00105415,Project,Prodoc,166829,4618,29/11/22,29/11/22,Approved,,English,166829,Document
ocx,FP-FAO-Jordan-review_clean.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/FP-FAO-Jordan-review_clean.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/FP-FAO-Jordan-review_clean.docx,GCF-Building resilience to cope with climate change through improving water efficiency,Public,JOR,00099691,Project,Prodoc,166952,5537,05/12/22,05/12/22,Approved,,English,166952,Document
pdf,00128894_PRODOC.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00128894_PRODOC.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00128894_PRODOC.pdf,PRODOC,Public,MEX,00139043,Project,Prodoc,166589,1421,20/11/22,20/11/22,Approved,,Spanish,166589,Document
pdf,ProDoc- Final Signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/ProDoc- Final Signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/ProDoc- Final Signed.pdf,,Public,IRQ,00139778,Project,Prodoc,162905,5623,06/07/22,06/07/22,Draft,,English,162905,Document
pdf,SDG Hawize Iraq- project document.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/SDG Hawize Iraq- project document.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/SDG Hawize Iraq- project document.pdf,,Public,IRQ,00122659,Project,Prodoc,162906,5623,06/07/22,06/07/22,Expired,,English,162906,Document
pdf,BRA13013_-_Revisão_Geral_G12_–_EPL.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/BRA13013_-_Revisão_Geral_G12_–_EPL.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/BRA13013_-_Revisão_Geral_G12_–_EPL.pdf,BRA13013 Revisão Geral G12 EPL Jun22,Public,BRA,00078224,Project,Prodoc,162908,4674,06/07/22,06/07/22,Final,,English,162908,Document
pdf,DPP_13-09-2018_Signed by ECNEC.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/DPP_13-09-2018_Signed by ECNEC.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/DPP_13-09-2018_Signed by ECNEC.pdf,Approved Project Document GoB,Public,BGD,00084928,Project,Prodoc,167426,4634,20/12/22,20/12/22,Approved,,English,167426,Document
ocx,22 1210 Final PSF Phase 2 Project Document 12 Dec 2022 UNDP+EU UNDP CMT.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/22 1210 Final PSF Phase 2 Project Document 12 Dec 2022 UNDP+EU UNDP CMT.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/22 1210 Final PSF Phase 2 Project Document 12 Dec 2022 UNDP+EU UNDP CMT.docx,Peace Support Facility for Yemen – Phase 2,Public,YEM,00118265,Project,Prodoc,167949,7153,05/01/23,27/12/22,Draft,,English,167949,Document
pdf,No-cost extension_output 129705_GIZ.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/No-cost extension_output 129705_GIZ.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/No-cost extension_output 129705_GIZ.pdf,No-cost extension_output 129705_GIZ,Public,UKR,00102396,Project,Prodoc,166601,1073741823,21/11/22,21/11/22,Approved,,English,166601,Document
pdf,Initiation Plan_A2J_UNDPFund IJ 29 Nov 2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Initiation Plan_A2J_UNDPFund IJ 29 Nov 2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Initiation Plan_A2J_UNDPFund IJ 29 Nov 2022.pdf,Prodoc,Public,UKR,00147503,Project,Prodoc,166963,637,05/12/22,05/12/22,Approved,,English,166963,Document
pdf,PRODOC_PSP-II_Signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PRODOC_PSP-II_Signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PRODOC_PSP-II_Signed.pdf,Building inclusive and accountable parliaments for a peaceful Somalia (PSP-II),Public,SOM,00099031,Project,Prodoc,167256,6993,15/12/22,15/12/22,Approved,,English,167256,Document
pdf,PIP GEWE 2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PIP GEWE 2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PIP GEWE 2022.pdf,GEWE PIP,Public,SOM,00142016,Project,Prodoc,166673,6807,22/11/22,22/11/22,Final,,English,166673,Document
pdf,EO Signed Grant Agreement TUR-22100.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/EO Signed Grant Agreement TUR-22100.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/EO Signed Grant Agreement TUR-22100.pdf,,Public,SYR,00145043,Project,Prodoc,166611,818,21/11/22,21/11/22,Draft,,English,166611,Document
pdf,PIP Digital Economy-FINAL.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PIP Digital Economy-FINAL.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PIP Digital Economy-FINAL.pdf,,Public,SOM,00142596,Project,Prodoc,166677,6807,22/11/22,22/11/22,Final,,English,166677,Document
pdf,AI ProDoc Coverpage.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/AI ProDoc Coverpage.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/AI ProDoc Coverpage.pdf,AI ProDoc Coverpage Dec22,Public,SRB,00139237,Project,Prodoc,167267,6873,15/12/22,15/12/22,Final,,English,167267,Document
ocx,FUTURE READY-DIGITAL ECONOMY PRODOC- Version 1.0.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/FUTURE READY-DIGITAL ECONOMY PRODOC- Version 1.0.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/FUTURE READY-DIGITAL ECONOMY PRODOC- Version 1.0.docx,,Public,SOM,00142596,Project,Prodoc,166679,6807,22/11/22,22/11/22,Reviewed,,English,166679,Document
pdf,Project Document Kuwait SWM Extension to Dec 2024.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project Document Kuwait SWM Extension to Dec 2024.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Project Document Kuwait SWM Extension to Dec 2024.pdf,Prodoc addendum SWM Kuwait,Public,LBN,00077650,Project,Prodoc,167961,1685,27/12/22,27/12/22,Final,,English,167961,Document
pdf,project document(1).pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/project document(1).pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/project document(1).pdf,,Public,SDN,00122414,Project,Prodoc,162969,4493,07/07/22,07/07/22,Draft,,English,162969,Document
pdf,Project document(2).pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project document(2).pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Project document(2).pdf,,Public,SDN,00122414,Project,Prodoc,162973,4493,07/07/22,07/07/22,Draft,,English,162973,Document
pdf,project document(1) (2).pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/project document(1) (2).pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/project document(1) (2).pdf,,Public,SDN,00122414,Project,Prodoc,162974,6839,19/07/22,07/07/22,Draft,,English,162974,Document
pdf,Project document(2) (2).pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project document(2) (2).pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Project document(2) (2).pdf,,Public,SDN,00122414,Project,Prodoc,162975,4493,07/07/22,07/07/22,Draft,,English,162975,Document
pdf,PRODOC_OZONE_signed_129810.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PRODOC_OZONE_signed_129810.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PRODOC_OZONE_signed_129810.pdf,PRODOC_KIP_OZONE,Public,KGZ,00092451,Project,Prodoc,160849,5723,22/05/22,22/05/22,Draft,,English,160849,Document
pdf,Financial Report3.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Financial Report3.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Financial Report3.pdf,,Public,SDN,00122414,Project,Prodoc,162976,4493,07/07/22,07/07/22,Draft,,English,162976,Document
pdf,00146414_Tunjuelito_PRODOC_NIM.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00146414_Tunjuelito_PRODOC_NIM.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00146414_Tunjuelito_PRODOC_NIM.docx.pdf,PRODOC,Public,COL,00146414,Project,Prodoc,167379,912,19/12/22,19/12/22,Final,,Spanish,167379,Document
pdf,Low Value Grant Agreement 3.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Low Value Grant Agreement 3.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Low Value Grant Agreement 3.pdf,,Public,SDN,00122414,Project,Prodoc,162977,4493,07/07/22,07/07/22,Draft,,English,162977,Document
pdf,Project document(3).pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project document(3).pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Project document(3).pdf,,Public,SDN,00122414,Project,Prodoc,162978,4493,07/07/22,07/07/22,Draft,,English,162978,Document
pdf,Signed PIMS_6394_ProDoc_Final.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Signed PIMS_6394_ProDoc_Final.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Signed PIMS_6394_ProDoc_Final.pdf,Establishing systems for sustainable integrated land-use planning across New - Britain Island in Papua New Guinea,Public,PNG,00130711,Project,Prodoc,165217,6363,03/10/22,03/10/22,Approved,,English,165217,Document
pdf,00122761 Revision_Sustantiva_Afianzando_Capacidades UE Firmada.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00122761 Revision_Sustantiva_Afianzando_Capacidades UE Firmada.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00122761 Revision_Sustantiva_Afianzando_Capacidades UE Firmada.pdf,00122761 Revision_Sustantiva_Afianzando_Capacidades UE Firmada,Public,GTM,00122761,Project,Prodoc,166912,1073741823,01/12/22,01/12/22,Approved,,Spanish,166912,Document
ocx,JP Food and energy prices impact SDG signed.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/JP Food and energy prices impact SDG signed.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/JP Food and energy prices impact SDG signed.docx,,Public,GEO,00145011,Project,Prodoc,163125,5109,13/07/22,13/07/22,Final,,English,163125,Document
pdf,PPM_Project Management_Multi-Year Workplan - E Mobility-Final version.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PPM_Project Management_Multi-Year Workplan - E Mobility-Final version.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PPM_Project Management_Multi-Year Workplan - E Mobility-Final version.docx.pdf,Mainstreaming E Mobility via conversion of Tuk Tuk,Public,LKA,00145829,Project,Prodoc,165223,293,03/10/22,03/10/22,Approved,,English,165223,Document
pdf,Signed Prodoc_Improvement of Infectious Waste Management  28Sep2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Signed Prodoc_Improvement of Infectious Waste Management  28Sep2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Signed Prodoc_Improvement of Infectious Waste Management  28Sep2022.pdf,Health care Waste Project,Public,BTN,00146164,Project,Prodoc,166913,374,01/12/22,01/12/22,Final,,English,166913,Document
pdf,Prodoc_low_emmission_transport.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Prodoc_low_emmission_transport.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Prodoc_low_emmission_transport.pdf,"Leaveraging NDC to achieve  net zero emmissions and climate - resilient development, in response to climate emergency",Public,BTN,00128990,Project,Prodoc,166914,374,14/12/22,02/12/22,Final,,English,166914,Document
