doctype,filename,Sharepoint URL,url,title,Classification Level,operating_unit,project_id,document_category,pdc_document_type,document_id,Modified By,modified,created,Document Status,Checked Out To,UN Languages,id,Content Type
pdf,FINAL_COMELEC - UNDP Prodoc.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/FINAL_COMELEC - UNDP Prodoc.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/FINAL_COMELEC - UNDP Prodoc.pdf,COMELEC Project Document,Public,PHL,00136144,Project,Prodoc,165049,6664,22/09/22,22/09/22,Approved,,English,165049,Document
pdf,Annex 1 ProDoc_Supporting entrepreneurship and business restoration and development among the Confli.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Annex 1 ProDoc_Supporting entrepreneurship and business restoration and development among the Confli.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Annex 1 ProDoc_Supporting entrepreneurship and business restoration and development among the Confli.pdf,ProDoc_Output 00133559_Supporting entrepreneurship and business restoration and development among,Public,UKR,00102396,Project,Prodoc,165559,7494,28/11/22,14/10/22,Approved,,English,165559,Document
pdf,Mine Action Governance Project Document - November 2019 revision signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Mine Action Governance Project Document - November 2019 revision signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Mine Action Governance Project Document - November 2019 revision signed.pdf,Project document-Mine Action Governance,Public,BIH,0094437,Project,Prodoc,167314,4385,16/12/22,16/12/22,Final,,English,167314,Document
pdf,ProDoc00125683_15352_302.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/ProDoc00125683_15352_302.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/ProDoc00125683_15352_302.pdf,Final project document,Public,VNM,00125683,Project,Prodoc,168773,7132,23/02/23,23/02/23,Final,,English,168773,Document
pdf,Signed PIP - Final.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Signed PIP - Final.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Signed PIP - Final.pdf,,Public,IRN,00139233,Project,Prodoc,166372,5444,15/11/22,15/11/22,Final,,English,166372,Document
pdf,prodoc-Japanese forest-signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/prodoc-Japanese forest-signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/prodoc-Japanese forest-signed.pdf,Prodoc Forest Management - JSB,Public,GEO,00141162,Project,Prodoc,158261,5139,30/03/22,30/03/22,Approved,,English,158261,Document
pdf,RoL_ProDoc_2015-2018.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/RoL_ProDoc_2015-2018.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/RoL_ProDoc_2015-2018.pdf,RoL Prodoc,Public,BIH,0057210,Project,Prodoc,167317,4385,16/12/22,16/12/22,Final,,English,167317,Document
pdf,MAGMA Prodoc revision_December 2020.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/MAGMA Prodoc revision_December 2020.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/MAGMA Prodoc revision_December 2020.pdf,MAGMA Prodoc revision,Public,BIH,00094437,Project,Prodoc,167318,4385,16/12/22,16/12/22,Final,,English,167318,Document
pdf,REVSUST_131771_2022_Fase 10.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/REVSUST_131771_2022_Fase 10.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/REVSUST_131771_2022_Fase 10.pdf,Revision Sustantiva Ozono-Fase 10,Public,PAN,00079203,Project,Prodoc,168144,6357,28/12/22,28/12/22,Final,,Spanish,168144,Document
pdf,Project Document EVF_Dec 2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project Document EVF_Dec 2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Project Document EVF_Dec 2022.pdf,Project Document EVF_00147735,Public,MDA,00147735,Project,Prodoc,168145,1123,30/12/22,28/12/22,Approved,,English,168145,Document
pdf,Enmienda 3 LOA firmada.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Enmienda 3 LOA firmada.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Enmienda 3 LOA firmada.pdf,Enmienda 3 LOA firmada,Public,GTM,00036408,Project,Prodoc,165568,634,14/10/22,14/10/22,Final,,English,165568,Document
pdf,REVSUST 004_91204_2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/REVSUST 004_91204_2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/REVSUST 004_91204_2022.pdf,Revisión Sustantiva Gestion Ambiental_ 004-2022,Public,PAN,00082182,Project,Prodoc,168146,6357,28/12/22,28/12/22,Final,,Spanish,168146,Document
ocx,Strategic Partnership-Strengthening RoL Darfur.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Strategic Partnership-Strengthening RoL Darfur.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/Strategic Partnership-Strengthening RoL Darfur.docx,"‘Rule of law’ refers to a principle of governance in which all persons, institutions and entities, public and private, including the state itself, are accountable to laws that are publicly promulgated, equally enforced and independently adjudicated, and",Public,SDN,00042988,Project,Prodoc,158179,6839,29/03/22,29/03/22,Final,,English,158179,Document
pdf,Revisión Sustantiva S16 firmada.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Revisión Sustantiva S16 firmada.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Revisión Sustantiva S16 firmada.pdf,Revisión Sustantiva S16 firmada,Public,GTM,00036408,Project,Prodoc,165569,634,14/10/22,14/10/22,Final,,English,165569,Document
pdf,00134925-prodoc-1BTR-5NC.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00134925-prodoc-1BTR-5NC.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00134925-prodoc-1BTR-5NC.pdf,,Public,GEO,00134925,Project,Prodoc,168465,5026,10/01/23,10/01/23,Draft,,English,168465,Document
pdf,Project Document - NDS 3 SMF.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project Document - NDS 3 SMF.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Project Document - NDS 3 SMF.pdf,Project Document,Public,MKD,00143335,Project,Prodoc,165778,6085,24/10/22,24/10/22,Draft,,English,165778,Document
pdf,00136407-prodoc-JP Gender3.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00136407-prodoc-JP Gender3.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00136407-prodoc-JP Gender3.pdf,,Public,GEO,00136407,Project,Prodoc,168467,5026,10/01/23,10/01/23,Draft,,English,168467,Document
pdf,Agreement for the provision of services FINAL .docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Agreement for the provision of services FINAL .docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Agreement for the provision of services FINAL .docx.pdf,Agreement signed + Term of Reference - Project UNDP RSCA,Public,BRA,00121537,Project,Prodoc,148911,4679,09/03/22,09/03/22,Final,,English,148911,Document
PDF,PREPER.PDF,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PREPER.PDF,https://undpngddlsprod01.blob.core.windows.net/pdc/PREPER.PDF,,Public,IRN,00132655,Project,Prodoc,167437,5444,20/12/22,20/12/22,Final,,English,167437,Document
pdf,134183_Revisión C.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/134183_Revisión C.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/134183_Revisión C.pdf,ARG21002 - Revisión C,Public,ARG,00134183,Project,Prodoc,167919,480,23/12/22,23/12/22,Approved,,Spanish,167919,Document
pdf,Annex I_DoA_NDICI-GEO-NEAR-2022-436-306.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Annex I_DoA_NDICI-GEO-NEAR-2022-436-306.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Annex I_DoA_NDICI-GEO-NEAR-2022-436-306.pdf,Prodoc_EU4Recovery,Public,UKR,00147016,Project,Prodoc,166384,1073741823,15/11/22,15/11/22,Approved,,English,166384,Document
pdf,102909_Revisión F.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/102909_Revisión F.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/102909_Revisión F.pdf,ARG17006 - Revisión F,Public,ARG,00102909,Project,Prodoc,162995,480,07/07/22,07/07/22,Approved,,Spanish,162995,Document
pdf,BRA14G31 - Revision 2022.01.26 - Semifinal signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/BRA14G31 - Revision 2022.01.26 - Semifinal signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/BRA14G31 - Revision 2022.01.26 - Semifinal signed.pdf,BRA14G31 - Revision 2022.01.26 - Semifinal signed,Public,BRA,00077784,Project,Prodoc,163930,4354,10/08/22,10/08/22,Final,,English,163930,Document
doc,Pro Doc_Developing Facilities_Revised Nov 2022 Final_LPAC.doc,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Pro Doc_Developing Facilities_Revised Nov 2022 Final_LPAC.doc,https://undpngddlsprod01.blob.core.windows.net/pdc/Pro Doc_Developing Facilities_Revised Nov 2022 Final_LPAC.doc,Project Document Template,Public,MNE,00077774,Project,Prodoc,166388,6196,17/11/22,15/11/22,Final,,English,166388,Document
pdf,00146447_Engativá_PRODOC_DIM-2-10.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00146447_Engativá_PRODOC_DIM-2-10.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00146447_Engativá_PRODOC_DIM-2-10.pdf,00146447_Engativá_PRODOC_DIM,Public,COL,00146447,Project,Prodoc,167146,912,14/12/22,13/12/22,Final,,Spanish,167146,Document
pdf,LPAC signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/LPAC signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/LPAC signed.pdf,LPAC signed,Public,BGD,00080824,Project,Prodoc,167922,458,26/12/22,25/12/22,Approved,,English,167922,Document
pdf,AWP 2022 CSOs Engagement Capacity Development-Revision 1.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/AWP 2022 CSOs Engagement Capacity Development-Revision 1.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/AWP 2022 CSOs Engagement Capacity Development-Revision 1.pdf,,Public,SYR,00118386,Project,Prodoc,158183,818,29/03/22,29/03/22,Draft,,English,158183,Document
pdf,104803_PRODOC.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/104803_PRODOC.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/104803_PRODOC.pdf,ARG21G26 - PRODOC,Public,ARG,00104803,Project,Prodoc,167277,480,15/12/22,15/12/22,Approved,,Spanish,167277,Document
pdf,Project Document SFISH Final 12 Oct.doc.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project Document SFISH Final 12 Oct.doc.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Project Document SFISH Final 12 Oct.doc.pdf,,Public,YEM,00141814,Project,Prodoc,165785,7153,04/12/22,25/10/22,Approved,,English,165785,Document
pdf,1. Revised ProDoc POPs project signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/1. Revised ProDoc POPs project signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/1. Revised ProDoc POPs project signed.pdf,Revised ProDoc POPs project,Public,BIH,00118429,Project,Prodoc,160532,4655,16/05/22,16/05/22,Approved,,English,160532,Document
pdf,PRODOC  VUINEX pag 11-28.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PRODOC  VUINEX pag 11-28.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PRODOC  VUINEX pag 11-28.pdf,PRODOC VUINEX PAG 11-28,Public,CUB,00118053,Project,Prodoc,165286,4999,05/10/22,05/10/22,Approved,,Spanish,165286,Document
pdf,20220422 PBF WB Regional Youth Project_Final ProDoc_Public.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/20220422 PBF WB Regional Youth Project_Final ProDoc_Public.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/20220422 PBF WB Regional Youth Project_Final ProDoc_Public.pdf,,Public,ALB,00134980,Project,Prodoc,160534,536,18/05/22,16/05/22,Approved,,English,160534,Document
pdf,Documento_Proyecto_Malaria_2022-2024-BOL-AW141379-01_01_2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Documento_Proyecto_Malaria_2022-2024-BOL-AW141379-01_01_2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Documento_Proyecto_Malaria_2022-2024-BOL-AW141379-01_01_2022.pdf,Documento de Proyecto,Public,BOL,00141379,Project,Prodoc,167281,90,15/12/22,15/12/22,Final,,Spanish,167281,Document
pdf,PIP State Chancellery on institutional development FINAL clean.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PIP State Chancellery on institutional development FINAL clean.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PIP State Chancellery on institutional development FINAL clean.pdf,PIP State Chancellery on institutional development FINAL clean,Public,MDA,00120464,Project,Prodoc,166186,1860,09/11/22,09/11/22,Approved,,English,166186,Document
pdf,ProDoc_Signed_00135110-00126473_Youth.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/ProDoc_Signed_00135110-00126473_Youth.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/ProDoc_Signed_00135110-00126473_Youth.pdf,Project Document_Signed,Public,ARM,00135110,Project,Prodoc,158188,878,29/03/22,29/03/22,Final,,English,158188,Document
pdf,00146448_Antonio_Nariño_PRODOC_NIM.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00146448_Antonio_Nariño_PRODOC_NIM.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00146448_Antonio_Nariño_PRODOC_NIM.docx.pdf,Documento de Proyecto,Public,COL,00146448,Project,Prodoc,167282,912,15/12/22,15/12/22,Approved,,Spanish,167282,Document
pdf,UNDP_Police Academy Project_final.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/UNDP_Police Academy Project_final.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/UNDP_Police Academy Project_final.docx.pdf,UNDP_Police Academy Project,Public,MDA,00111820,Project,Prodoc,166187,1860,09/11/22,09/11/22,Approved,,English,166187,Document
pdf,Documento_Proyecto-BOL-AW131272-31_10_2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Documento_Proyecto-BOL-AW131272-31_10_2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Documento_Proyecto-BOL-AW131272-31_10_2022.pdf,Documento de Proyecto,Public,BOL,00131272,Project,Prodoc,167283,90,15/12/22,15/12/22,Approved,,Spanish,167283,Document
pdf,00130550_PRODOC.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00130550_PRODOC.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00130550_PRODOC.pdf,PRODOC,Public,MEX,00142231,Project,Prodoc,168826,1421,08/03/23,08/03/23,Final,,English,168826,Document
pdf,PRODOC_Portafolio_Ecosistema_Empresarial_y_Emprendimiento.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PRODOC_Portafolio_Ecosistema_Empresarial_y_Emprendimiento.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PRODOC_Portafolio_Ecosistema_Empresarial_y_Emprendimiento.pdf,PRODOC Portafolio,Public,COL,00146142,Project,Prodoc,167285,912,15/12/22,15/12/22,Approved,,Spanish,167285,Document
pdf,PBF - doc finalised from our side.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PBF - doc finalised from our side.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PBF - doc finalised from our side.pdf,PBF- PRO-DOC 2019-2021,Public,ETH,00116658,Project,Prodoc,169641,4491,08/06/23,08/06/23,Final,,English,169641,Document
pdf,00146142_Impulso_Local_Barrios_Unidos_PRODOC_NIM.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00146142_Impulso_Local_Barrios_Unidos_PRODOC_NIM.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00146142_Impulso_Local_Barrios_Unidos_PRODOC_NIM.docx.pdf,PRODOC Barrios Unidos,Public,COL,00146142,Project,Prodoc,167286,912,15/12/22,15/12/22,Approved,,Spanish,167286,Document
pdf,135881_Revisión B.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/135881_Revisión B.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/135881_Revisión B.pdf,ARG21P02 - Revisión B,Public,ARG,00135881,Project,Prodoc,166190,480,09/11/22,09/11/22,Approved,,English,166190,Document
ocx,(FRA) 6678 Burkina Faso LD PIF_11May2022.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/(FRA) 6678 Burkina Faso LD PIF_11May2022.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/(FRA) 6678 Burkina Faso LD PIF_11May2022.docx,PIF Projet SLM for social cohesion,Public,BFA,00144371,Project,Prodoc,168483,1806,11/01/23,11/01/23,Approved,,French,168483,Document
pdf,PRODOC_Demografía_para_el_Desarrollo.docx.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PRODOC_Demografía_para_el_Desarrollo.docx.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PRODOC_Demografía_para_el_Desarrollo.docx.pdf,Documento de Proyecto,Public,COL,00144315,Project,Prodoc,167159,912,13/12/22,13/12/22,Final,,Spanish,167159,Document
pdf,85322_Revisión M.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/85322_Revisión M.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/85322_Revisión M.pdf,ARG14G61 - Revisión M,Public,ARG,00085322,Project,Prodoc,166192,480,09/11/22,09/11/22,Approved,,Spanish,166192,Document
pdf,Project Document IS14 signed 15 September 2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project Document IS14 signed 15 September 2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Project Document IS14 signed 15 September 2022.pdf,Institutional Strengthening 14,Public,MYS,00143144,Project,Prodoc,166234,5917,09/11/22,09/11/22,Final,,English,166234,Document
pdf,2022 AWP PS_Final.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/2022 AWP PS_Final.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/2022 AWP PS_Final.pdf,,Public,SYR,00118359,Project,Prodoc,158197,818,29/03/22,29/03/22,Draft,,English,158197,Document
pdf,00128554_ProDoc_Support to Justice.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00128554_ProDoc_Support to Justice.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00128554_ProDoc_Support to Justice.pdf,Prodoc_Phase 2,Public,ARM,00121670,Project,Prodoc,158132,939,28/03/22,28/03/22,Final,,English,158132,Document
ocx,Project Document_Demining.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project Document_Demining.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/Project Document_Demining.docx,,Public,LBY,00129349,Project,Prodoc,167163,14,13/12/22,13/12/22,Expired,,English,167163,Document
pdf,PROJECT DOCUMENT START.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PROJECT DOCUMENT START.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PROJECT DOCUMENT START.pdf,START,Public,LBY,00125419,Project,Prodoc,167164,14,13/12/22,13/12/22,Approved,,English,167164,Document
pdf,PID 122641_CINF_ProDoc CINF FR signé vs 2 02-12-2021 Final_fevrier 2023.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PID 122641_CINF_ProDoc CINF FR signé vs 2 02-12-2021 Final_fevrier 2023.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PID 122641_CINF_ProDoc CINF FR signé vs 2 02-12-2021 Final_fevrier 2023.pdf,PRODOC Amende,Public,HTI,00122641,Project,Prodoc,168836,5427,14/03/23,14/03/23,Approved,,English,168836,Document
pdf,Rule of Law.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Rule of Law.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Rule of Law.pdf,,Public,LBY,00144513,Project,Prodoc,167165,14,13/12/22,13/12/22,Approved,,English,167165,Document
pdf,Approved Revised PRODOC-SC4SDG_15.12.2021.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Approved Revised PRODOC-SC4SDG_15.12.2021.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Approved Revised PRODOC-SC4SDG_15.12.2021.pdf,Revised ProDoc,Public,BGD,00087607,Project,Prodoc,167405,2359,20/12/22,20/12/22,Approved,,English,167405,Document
pdf,prodoc_low_emission.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/prodoc_low_emission.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/prodoc_low_emission.pdf,,Public,BTN,00128990,Project,Prodoc,167938,374,26/12/22,26/12/22,Draft,,English,167938,Document
pdf,REVISION REPROGRAMACION 01 TT JULIA.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/REVISION REPROGRAMACION 01 TT JULIA.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/REVISION REPROGRAMACION 01 TT JULIA.pdf,REVISION REPROGRAMACION 01 TT JULIA,Public,GTM,00147384,Project,Prodoc,168839,634,15/03/23,15/03/23,Final,,English,168839,Document
pdf,Project Document_00130677.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Project Document_00130677.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Project Document_00130677.pdf,Project Document,Public,ARM,00142417,Project,Prodoc,160468,997,16/05/22,16/05/22,Final,,English,160468,Document
pdf,PRODOC_Revision_sustantiva_2022_2023_VF_24_10_2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/PRODOC_Revision_sustantiva_2022_2023_VF_24_10_2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/PRODOC_Revision_sustantiva_2022_2023_VF_24_10_2022.pdf,PRODOC_Revision_sustantiva_2022_2023_VF_24_10_2022,Public,GTM,00134407,Project,Prodoc,169652,1276,15/06/23,15/06/23,Approved,,Spanish,169652,Document
pdf,03 JP ProDoc + FTR template - DEM Joint SDG Fund-Final.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/03 JP ProDoc + FTR template - DEM Joint SDG Fund-Final.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/03 JP ProDoc + FTR template - DEM Joint SDG Fund-Final.pdf,,Public,SOM,00146958,Project,Prodoc,167366,198,19/12/22,19/12/22,Approved,,English,167366,Document
pdf,Initation Plan_Vlasina Pure Love_Phase I signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Initation Plan_Vlasina Pure Love_Phase I signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Initation Plan_Vlasina Pure Love_Phase I signed.pdf,,Public,SRB,00145921,Project,Prodoc,167169,6912,27/12/22,14/12/22,Final,,English,167169,Document
pdf,Youth_Empowerment_Living_Labs_Joint_Project_Document_December_2022.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Youth_Empowerment_Living_Labs_Joint_Project_Document_December_2022.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/Youth_Empowerment_Living_Labs_Joint_Project_Document_December_2022.pdf,YELL Joint Project Document,Public,MYS,00138071,Project,Prodoc,167183,729,14/12/22,14/12/22,Approved,,English,167183,Document
ocx,Portfolio Inclusive and Sustainable Economic Growth August 2021 final Draft.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Portfolio Inclusive and Sustainable Economic Growth August 2021 final Draft.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/Portfolio Inclusive and Sustainable Economic Growth August 2021 final Draft.docx,Project Document Template,Public,SWZ,00136115,Project,Prodoc,166246,6896,18/11/22,10/11/22,Draft,,English,166246,Document
pdf,AfT V project document_ENG_signed.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/AfT V project document_ENG_signed.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/AfT V project document_ENG_signed.pdf,AfT phase V project document,Public,SVK,00145439,Project,Prodoc,167369,37,18/01/23,19/12/22,Approved,,English,167369,Document
pdf,00137222 PRODOC.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/00137222 PRODOC.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/00137222 PRODOC.pdf,00137222 PRODOC,Public,SLV,00137222,Project,Prodoc,158211,327,29/03/22,29/03/22,Approved,,English,158211,Document
pdf,REVISION INICIAL TT JULIA firmada.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/REVISION INICIAL TT JULIA firmada.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/REVISION INICIAL TT JULIA firmada.pdf,REVISION INICIAL TT JULIA firmada,Public,GTM,00147384,Project,Prodoc,167372,634,19/12/22,19/12/22,Final,,English,167372,Document
ocx,Bangladesh National Urban Poverty Reduction Programme- NUP.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Bangladesh National Urban Poverty Reduction Programme- NUP.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/Bangladesh National Urban Poverty Reduction Programme- NUP.docx,Approved Business Case,Public,BGD,00084928,Project,Prodoc,167417,4634,20/12/22,20/12/22,Approved,,English,167417,Document
pdf,80576_Revisión Final C.pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/80576_Revisión Final C.pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/80576_Revisión Final C.pdf,ARG14001 - Revisión Final C,Public,ARG,00080576,Project,Prodoc,167187,480,14/12/22,14/12/22,Approved,,Spanish,167187,Document
PDF,Prodoc 2014-2018-Infrstructure de la paix au Togo signe.PDF,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Prodoc 2014-2018-Infrstructure de la paix au Togo signe.PDF,https://undpngddlsprod01.blob.core.windows.net/pdc/Prodoc 2014-2018-Infrstructure de la paix au Togo signe.PDF,ProDoc 2014-2018_infrastructure de paix_00089505,Public,TGO,00050075,Project,Prodoc,166250,7101,14/11/22,10/11/22,Approved,,French,166250,Document
ocx,Prodoc Projet EV Bénin (PNUD) 15122021.docx,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/Prodoc Projet EV Bénin (PNUD) 15122021.docx,https://undpngddlsprod01.blob.core.windows.net/pdc/Prodoc Projet EV Bénin (PNUD) 15122021.docx,Prodoc Projet Economie Verte,Public,BEN,00141331,Project,Prodoc,167374,537,19/12/22,19/12/22,Draft,,French,167374,Document
pdf,20220422 PBF WB Regional Youth Project_Final ProDoc (1).pdf,https://undp.sharepoint.com/sites/Docs-Project/Shared%20Documents/20220422 PBF WB Regional Youth Project_Final ProDoc (1).pdf,https://undpngddlsprod01.blob.core.windows.net/pdc/20220422 PBF WB Regional Youth Project_Final ProDoc (1).pdf,,Public,SRB,00139949,Project,Prodoc,167176,6895,14/12/22,14/12/22,Final,,English,167176,Document
